episode,reward
0,7.529345967191297
1,9.115043252314988
2,11.443203067889517
3,4.1885632095199234
4,5.360504636722538
5,8.577927649431388
6,11.112012043908468
7,8.281492217292815
8,8.887143448323506
9,6.5179018189132405
10,4.418217477616273
11,7.682837702347135
12,11.77060028531575
13,6.995653820879048
14,11.709961200457238
15,4.212877912073426
16,9.307761989345623
17,4.090145710072588
18,6.431055341139236
19,7.814242157470968
20,5.340450986539728
21,8.882461074417057
22,4.977545888130794
23,5.592626199152676
24,11.707363759743693
25,11.257063978904899
26,6.272022363652278
27,13.644565904290832
28,10.449668795958683
29,8.994306049890618
30,9.153590894854217
31,8.088867845918394
32,8.075196141598793
33,4.635729785171392
34,7.47954484250863
35,8.9506277552312
36,11.826334555879404
37,7.3516103925314935
38,4.740944942170877
39,8.3625981046952
40,24.29884531860564
41,17.142250785272164
42,13.840435230853812
43,13.961772670610914
44,6.33270361536092
45,7.218897586982132
46,6.998965417628157
47,10.068737900702619
48,13.29333589051142
49,13.301390456651033
50,26.453843422879622
51,6.610097913067669
52,8.770780293255534
53,18.165154937045973
54,13.314437714720453
55,6.6803427577936825
56,15.02591313459411
57,16.04997280823565
58,5.451555888508341
59,9.800770225797642
60,7.802546264721629
61,13.034262490742835
62,5.498272634219284
63,9.641818348727274
64,7.264090553903144
65,9.245770680723483
66,5.578225897541328
67,8.422869731390909
68,9.372307410276923
69,5.339146752162906
70,6.2871902181227535
71,5.153362587858559
72,4.8771482961233685
73,13.619233205050083
74,5.0682844516184815
75,7.840335027039344
76,8.852405781953241
77,4.171107279951525
78,6.070922364809533
79,5.9272208762127745
80,5.675608019643188
81,8.166194493885774
82,7.618464993415298
83,12.986497491025778
84,9.531758348603946
85,9.997164230240813
86,11.80994601048828
87,12.817895721133223
88,7.968327618149328
89,12.800828873318736
90,14.834701440990601
91,13.399146568626144
92,11.807688468925862
93,5.700100249942032
94,7.7364804727821435
95,10.688711363943298
96,9.388672965164686
97,9.092257898167572
98,29.870754844886875
99,12.285643900871154
100,11.558819742088023
101,13.042445544967597
102,12.147035933424258
103,6.270929698383814
104,6.988959563301646
105,8.999584638733134
106,7.962551933732728
107,4.99798648682334
108,11.045948958210928
109,13.176132987450355
110,18.251246942742874
111,7.582578528816258
112,20.140470707755384
113,9.430604738902131
114,11.558692786243196
115,13.765952598848873
116,14.519953187351673
117,11.823615270015473
118,5.644325206045577
119,47.60622105641673
120,18.299024906491017
121,13.074567909183562
122,7.962246589222495
123,11.309641538618033
124,5.825375934935826
125,5.270728768117328
126,8.771591758624455
127,5.898008141212145
128,9.366406528124191
129,6.603105826327636
130,9.167886625797095
131,4.570327282662088
132,8.884394017145496
133,8.109105243676419
134,11.480863638455027
135,7.061400089080401
136,16.487341358015474
137,6.019528959207344
138,16.498240004049872
139,9.479118370885647
140,5.258661173149376
141,11.612949916365276
142,6.85522286307973
143,11.70941568442603
144,7.226721380201055
145,8.250673553489245
146,7.611132306787734
147,12.375542361256446
148,11.851199360383164
149,10.194075283641407
150,6.801682839496727
151,7.797017676396514
152,12.506446881063571
153,6.8884482732721475
154,10.466449520854802
155,8.669029595818364
156,10.16694053142404
157,10.450604804085073
158,19.992790627273283
159,29.317650238364468
160,8.552537254775729
161,10.045244885290645
162,4.36786150100284
163,8.556485717024783
164,10.98395430252336
165,9.324416067619156
166,6.305773780494843
167,6.825602994531979
168,11.12804628860365
169,7.830436835845098
170,10.701637028658586
171,9.325940905886977
172,9.097535092739891
173,11.693288273756762
174,11.947045399475842
175,16.541121954128812
176,5.509335740833345
177,10.409042246526152
178,8.169436799194967
179,14.934914741995478
180,14.85492004495482
181,26.510995283226443
182,14.469429865679253
183,8.66702144069907
184,4.011563392035469
185,9.808193677200245
186,20.896570710203136
187,35.36188208890983
188,23.696075086369913
189,10.40673845912684
190,11.60092495215148
191,8.418839745832518
192,9.281037665218175
193,18.269799188094627
194,8.278968518418106
195,20.85815519785969
196,17.438170470043595
197,33.21712760257728
198,5.189350039042064
199,8.764976260259642
200,9.839509710226984
201,11.268266315474225
202,11.882068325616363
203,9.608561530529006
204,5.997371394488911
205,7.480922841338007
206,10.045517907559995
207,9.915977589325191
208,9.419136026242185
209,23.987154256437815
