episode,reward
0,10.17900612517405
1,8.796265519249872
2,6.640568760755207
3,15.694607380233563
4,12.385047708428988
5,7.911336349987792
6,37.625203158653754
7,45.69560685864366
8,8.011547916670569
9,6.375711016439625
10,25.1758749026536
11,16.833670512828668
12,10.522522574086127
13,6.663558186124425
14,8.068920747402496
15,16.735417651789398
16,15.783051108182555
17,26.943009689468894
18,17.613319795087694
19,10.365035878902958
20,10.902172665227006
21,7.8715275726014085
22,24.44834628607105
23,13.353219912632271
24,11.509598755137365
25,3.575493243128867
26,5.1167674060903785
27,7.858316411985807
28,16.745722343866078
29,6.068604070813785
30,47.319209782705
31,10.101076566300677
32,7.974561533967809
33,51.85373173384814
34,30.490280779778658
35,76.19710192999955
36,56.467323717087986
37,54.46779933871288
38,104.90893819480526
39,180.79972015282172
40,63.18132895470053
41,65.9494901665087
42,41.800318493277004
43,135.6234192086008
44,44.193555231036825
45,44.84512079673371
46,152.13031621237644
47,152.22717006785692
48,68.00491426819778
49,115.66818576042816
50,53.68584334344032
51,57.70384077721283
52,65.65329379900996
53,45.98507453887101
54,66.33119612476202
55,103.31125624566899
56,53.01237818224457
57,109.63826609011417
58,43.97469575484609
59,113.04282397553328
60,208.36626877794245
61,104.4971830435644
62,133.57895461631716
63,232.1057419985034
64,50.45086742185573
65,105.77962455435984
66,133.28157625574812
67,121.35309535655378
68,249.08058165577717
69,232.85605636791104
70,266.61973432180594
71,213.49006382639732
72,282.05548754211327
73,258.0803392531742
74,186.17198381153028
75,350.5430305887674
76,380.1942729695549
77,287.6826299040133
78,83.33035451035069
79,274.78999238947983
80,324.81740081066283
81,332.35400364914113
82,319.48000007763545
83,329.19904280645557
84,417.1027152098182
85,425.5660168182712
86,340.7270487898017
87,332.8890228217981
88,377.2884812881307
89,322.7825464075858
90,358.20629615470693
91,303.22170977605936
92,315.32604357123233
93,426.73511941737735
94,394.36670146384466
95,335.7357649935262
96,366.3653774491393
97,400.45987707555867
98,383.22576650382564
99,354.4487783378125
100,399.80798436392485
101,369.053364598664
102,326.74598731347606
103,368.258589399729
104,360.46080552347445
105,337.3056932442928
106,304.15705562136475
107,372.43874621235796
108,294.05081291990706
109,308.1823091434831
110,293.20603713896946
111,285.8846792868316
112,300.5930762865889
113,281.69495655553607
114,308.67455683543017
115,312.44004378605086
116,296.2887757865048
117,295.8779847742514
118,287.2516537503985
119,291.60539890437013
120,315.9130716390808
121,106.05811939932651
122,110.75661686922581
123,276.74334911711134
124,259.04847735385556
125,270.0379327825517
126,121.61692712547459
127,91.34887033277431
128,318.858380428697
129,277.77659559849144
130,280.30870213493665
131,344.1079583337918
132,278.13208255439287
133,277.17316536062583
134,306.66145424310986
135,295.66894986442054
136,296.27352651870115
137,310.18158868515997
138,288.26630429666204
139,280.8046119431037
140,292.2594166023513
141,301.57896440290705
142,313.60315672319484
143,291.40737674265216
144,275.019913040467
145,283.167148088317
146,291.2369872624957
147,327.7514035667154
148,325.17491032776496
149,321.9398329516272
150,314.971264542303
151,150.20236779180925
152,310.07885446761907
153,295.03883503558825
154,296.77557225540244
155,281.5212776983178
156,293.237602801616
157,283.40532399386217
158,275.57685813117035
159,277.6211128384949
160,298.69761556379024
161,265.1705265379553
162,286.8626456457169
163,260.9735096087121
164,259.396602598449
165,286.4013113157811
166,290.51384564600835
167,311.45462698912905
168,256.3692543764559
169,251.74930387888722
170,254.56737486725996
171,242.92929293107807
172,259.60872768119003
173,264.0205263062691
174,261.13015514451575
175,272.1176853662215
176,260.61420681577704
177,252.9724480798738
178,275.1935573351698
179,247.68761384108197
180,273.7371748914778
181,285.53676710604543
182,274.9687765237724
183,268.6557721116409
184,265.295884750224
185,277.4412267738585
186,288.0869989393304
187,263.3807166127874
188,288.6288153402702
189,293.31591396932316
190,278.6118809479736
191,277.1219651720244
192,289.44490845781246
193,283.22376415318075
194,285.1357996786273
195,287.5922097679398
196,284.6894819700155
197,312.67291843741896
198,300.3540918753464
199,289.0803798943769
200,279.0870645508026
201,312.4022608551629
202,293.3484396687845
203,314.1993251814643
204,307.42636011483495
205,289.7825442482808
206,310.36473420327593
207,319.9043180448945
208,417.67530860943975
209,285.9884125678721
210,293.4968023140651
211,312.10020800438
212,306.55528453699617
213,280.5796603758525
214,307.84818742557405
215,311.23696209634363
216,299.11336101801305
217,348.93334598462855
218,264.4834428279644
219,278.0689138662524
220,294.26073281129663
221,275.04908128567655
222,279.59916178792156
223,271.29076225430833
224,292.1222684868237
225,220.37044333603868
226,244.22553949153456
227,274.364329685633
228,253.21386261278005
229,278.3112570598253
230,250.0630864253672
231,265.9318328404382
232,255.17712480195465
233,279.4111871053097
234,269.3515405667849
235,259.0714550356852
236,249.09097663515328
237,217.7247105508473
238,198.96466448281694
239,176.3860217442337
240,232.98237853615396
241,235.54265877100963
242,212.3112262174955
243,209.9876149272149
244,258.6494921236298
245,192.55469048982803
246,248.45970249631677
247,257.4353504822681
248,241.95381847845084
249,221.08114609231416
250,201.5730385696038
251,217.8249168314521
252,177.28021332362704
253,176.18116493094695
254,235.74217257750703
255,184.27500135371926
256,281.70687707763034
257,253.88919850808924
258,179.1019501437923
259,160.42606629801998
260,263.14406524703355
261,167.51592081742078
262,268.3869918335193
263,275.9446703730461
264,256.57321452626155
265,258.41197993239666
266,254.58231014031222
267,286.9875779776259
268,253.29711032515635
269,260.0974789199525
270,280.4960878373818
271,286.60283463849385
272,284.63504153330916
273,279.27230853558285
274,288.73512215530224
275,278.4378290511471
276,278.99001217585226
277,263.5064889094251
278,282.65054388343054
279,276.39926148209116
280,281.52480800780137
281,306.22388428222547
282,282.88528774704974
283,282.18341076160624
284,288.5726682942151
285,264.567091691205
286,273.3005752919995
287,292.7361231483343
288,284.39229067937833
289,293.5084229111728
290,286.066793911812
291,280.13394474528866
292,268.9791715120866
293,271.2037056962278
294,278.1649742345542
295,288.7558884360374
296,285.37568392090833
297,258.68513883327245
298,277.11344272456864
299,305.25731010590926
300,289.285497446059
301,273.57802214045506
302,278.5149635298042
303,298.94086958260135
304,306.43111798031106
305,267.0622490086123
306,294.82268271878803
307,296.3826204393989
308,306.4748076270763
309,309.8742090899125
310,298.16879141474624
311,303.45456884930724
312,305.7164632893029
313,295.6014779016701
314,353.97294036404435
315,301.3020646982736
316,335.5959531539058
317,326.492961718268
318,346.4018731142114
319,334.70966663781263
320,274.57539644818274
321,323.78789610975286
322,408.11745000343285
323,443.33619843428716
324,376.09225916577157
325,350.7888181686574
326,355.5702425047387
327,403.5545594568214
328,352.87022696458183
329,473.03106900511256
330,338.40134150857443
331,278.35471610596363
332,196.47625304912285
333,421.1414436469273
334,274.7241026683712
335,694.0529921994657
336,607.0103933481805
337,687.9846222232107
338,276.9274722086278
339,486.7139645761182
340,236.5945179956561
341,192.93493954970498
342,312.602096038348
343,242.4909429293227
344,248.1433409054453
345,250.3479718142956
346,234.71153736650564
347,236.5590873947666
348,242.30358057933373
349,616.20242211781
350,302.3626374378723
351,212.67629524283413
352,234.65964228072204
353,338.7539932687541
354,300.51881807175835
355,302.89663712351415
356,302.62431828296235
357,212.59203519933897
358,519.0257291201813
359,254.88752056243237
360,247.3507274179286
361,203.0724999971905
362,461.5552220800132
363,548.8084223571261
364,294.6658844686941
365,1177.386638759167
366,260.58349659863063
367,258.46614855354187
368,243.4901918558413
369,331.5365904993334
370,520.2921903841907
371,255.10905602685312
372,476.5344027935781
373,243.34129335515468
374,791.3074337774136
375,1084.685052716343
376,380.79066288773123
377,608.6633212865739
378,1812.5871821103908
379,893.1063898005561
380,487.21987915227055
381,604.7830989239606
382,594.5680384784094
383,518.1107952471959
384,475.4507753006841
385,505.4010855756875
386,532.3626150343765
387,596.2314412510968
388,630.0529541006292
389,494.7832627125871
390,532.3330606460754
391,493.1238684008259
392,305.4737864176309
393,490.91042193290724
394,491.5702280123874
395,496.08419027088473
396,792.9925435934449
397,488.5341091957832
398,336.2009337407519
399,619.1208431994125
400,1414.797407950129
401,483.84040583310474
402,686.4003540712001
403,566.3896730416564
404,393.70323985129085
405,324.8708263869219
406,521.8028739326829
407,389.57996909707174
408,215.37520178567254
409,1366.1703786313462
410,889.8206230463869
411,432.05099797877915
412,721.1580333085798
413,374.47795238214894
414,429.4364620413545
415,540.4957714042173
416,388.0952486090147
417,620.2536865081203
418,752.8733734454524
419,308.00728905307386
420,294.655160089462
421,624.1987968979549
422,488.3651387216559
423,1663.8299154910558
424,311.7662260325968
425,806.1884846308344
426,303.3685310672973
427,1006.1955326775216
428,303.02778288819337
429,479.84312530911274
430,446.34806073301445
431,449.642035619998
432,330.9550444213238
433,307.29057195297275
434,482.3115912278236
435,395.41344794245356
